"id","system","sector","region"
"a1a8af2a-256a-4843-bb01-18bd525924ff","Bresan","Kathol (Outback)","Outer Rim"
"251dbae9-1aa0-4acf-824d-6f12f9f7cf8e","Breshig","Mandalore","Outer Rim"
"8c0738b2-e6fe-4e8b-b769-f2d5b28b8ad5","Breshkall","Khuiumin","Outer Rim"
"8e9f2a51-16ba-4f66-af41-005071c69191","Bresnia","Tandon","Mid Rim"
"89ef2199-0986-4d2f-aac7-42108157681e","Breta Yaga","Mieru'kar","Outer Rim"
"b2896c34-a2a7-409b-99f5-973edbd2a38a","Bretta","Ojoster","Outer Rim"
"77140195-8435-42e7-97a4-b28a962e02fc","Brevost","Brevost","Expansion Region"
"5adbde47-2d14-4fb2-99f1-0efe988b59ab","Bri'ahl","Bri'ahl","Outer Rim"
"0054e8f5-1a14-4967-b9d7-cc81961bcb0d","Bridin Anchorage","Portmoak","Outer Rim"
"5e59b957-77ad-4b52-8f69-dfe1de811a25","Brield","","Colonies"
"12ae7102-48f9-499d-9441-6ec79429f4e8","Brightday","","Inner Rim"
"b2a31f5c-6e75-4a35-8b97-89d528921bf2","Brigia","Tion Hegemony","Outer Rim"
"5c0864fa-0672-45b9-85d6-8450098c0df0","Bri'n","Lothal","Outer Rim"
"21ce658b-3685-4b3c-9810-97c37b296711","Brink Station","","Wild Space"
"682d04d9-108f-44d4-807a-eb14c702641b","Brintooin","Seswenna","Outer Rim"
"27cf15aa-29f9-4483-83e5-b9f9697c5cc8","Brint-wo","Koradin","Outer Rim"
"fd8bd99f-6439-4894-9cf0-767b46c38739","Briston","Shelsha","Colonies"
"2707b239-8018-438f-b900-e1a687d1c332","Britaxis Minor","","Inner Rim"
"ca04c909-95cc-465c-a93d-49795445bf06","Brix","","Colonies"
"d153ac72-b78d-47ad-bebf-552218af81da","Brochiib","Trianii Space","Wild Space"
"7ce38280-5c08-46e5-92ce-c859ee4347e1","Brodo Asogi","Perinn","Outer Rim"
"aaa431da-57a4-4468-8ff6-53ae8f45431f","Brodogon","Bozhnee","Outer Rim"
"e5598014-824a-4571-acc9-b7b2591717f8","Broest","","Core Worlds"
"7f4f6dd4-75f3-4567-95e4-ab98926b134f","Brolsam","Kathol","Outer Rim"
"f192b6a2-68ce-4411-9bd9-da10cee01c60","Bromlarch","Vish","Mid Rim"
"8915f2c8-91b8-43d5-a2f8-68ae911036ac","Bronsoon","Gordian Reach","Outer Rim"
"8c7a5b4b-306c-428c-b45f-4cd701efedaa","Bront","Svivreni","Outer Rim"
"902d7ed8-65d4-4394-9d5a-20c746b94bf4","Brosi","Corporate Sector","Outer Rim"
"a6e8c699-a947-417b-b1df-7ae3211e94ae","Brunet","Prefsbelt","Outer Rim"
"4bdf96a7-51d9-484b-8c4a-c66bfa944d33","Bruvia","Harron Marches","Expansion Region"
"e152f29f-5476-4e68-bf39-b72176836e06","Bryexx","Varvenna","Colonies"
"38f6d720-5b18-4335-bb8a-8e2c347d8a87","Bryndar","Dalicron","Outer Rim"
"aab0dea0-ef0e-4128-ae3a-eb584c1dceca","Bryx","Bryx","Mid Rim"
"9a26c5e4-20f1-4275-9e90-f53968326366","Bseto","Msst","Mid Rim"
"a5ed9b27-0b0e-4d79-99d6-0bc8260a5c54","B'trilla","Gordian Reach","Outer Rim"
"6ccb9d20-7799-40f8-8aac-348054010db3","Buamlon Central","Esstran","Outer Rim"
"e51037e0-b8e2-4601-a21f-963132d71091","Bubble of the Lost","","Wild Space"
"31da37ec-9c1e-48f2-9dc8-7d1ccf507dae","Buchich","Calamari","Outer Rim"
"12208af1-26f6-4f43-bbc9-d91435375c46","Budpock","Meridian","Outer Rim"
"8f59358d-0d39-4abc-a2ad-2b96602ebbf0","Bulano","","Core Worlds"
"c7e63039-a163-4a8e-8c8f-367c102ae807","Bundil","Ferra","Outer Rim"
"cad10243-5c1a-45c1-ab7a-3d0412b470e7","Bundim","Trax","Mid Rim"
"2e414d36-caf7-4ece-8b39-b7f26a015692","Bunduki","Pacanth Reach","Outer Rim"
"487ba81a-8b45-4763-bb3d-40abd72c448f","Bunka","Illisurevimurasi","Outer Rim"
"8227d985-6dec-4bb7-8a46-024eb097dfec","Buoyant","","Inner Rim"
"78cdbeeb-7cf0-4508-ab9b-23d5d94161a2","Burna","Cademimu","Outer Rim"
"d17756d7-6b11-497d-9d8a-cbcd97caa38f","Burnin Konn","Javin (Anoat)","Outer Rim"
"c6f05ba2-1277-41ce-aeb5-d3b0ee30eac5","Burnsi","Dustig","Mid Rim"
"cee6fab4-369e-403d-a94e-73f11f0f347f","Burska","","Mid Rim"
"2529b70c-911f-4f43-a759-b4c8200580c3","Bursoll","","Wild Space"
"21f32ce8-f147-4ab0-828f-099403b04fc4","Burundang","Harron","Expansion Region"
"3066f28f-a251-4fce-9260-16438c96ba62","Buruunin","Atravis","Outer Rim"
"ea945251-43e6-4932-92c7-3e67c6e8f48e","Byblos","","Colonies"
"7876596b-afda-458c-b200-35e79893dc39","Byllura","Grumani","Outer Rim"
"40800c47-89e5-4a28-b723-bba37276f0da","Bynarria","Lantillian","Mid Rim"
"16d309f1-88a6-4c37-b0c2-b30d39ef1215","Byrnum Maw","","Inner Rim"
"d62102a5-705c-4ca1-b994-e32e7623eda2","Byrsym","Paqwepori","Mid Rim"
"62d9cbb1-9c25-4a26-8511-5550075d8a98","Byss","","Deep Core"
"40fdb9e9-864c-489c-a3c7-7ddd79d72c2e","Caamas","","Core Worlds"
"ee843feb-6003-4f5b-b5c2-ff07067aebac","Caaraz","Stensen","Outer Rim"
"a575c447-4225-4c39-8476-807525259124","Caarimon","Meridian","Outer Rim"
"dd0077f5-d453-42ce-bc59-4131d3347720","Caarsin Station","Lannik Wilds","Mid Rim"
"dbbcb9be-e94d-4865-a55e-114922993925","Cabarria","","Colonies"
"500e7fa4-f0ea-4054-8f6e-9a362dddc8a6","Cadannia","Msst","Mid Rim"
"c65c4535-82d9-4248-a722-926a3272002a","Cademimu","Cademimu","Outer Rim"
"ed149372-1810-4214-9fc3-a101cd97fcd6","Cadinth","Allied Tion","Outer Rim"
"dfb556e1-9a3b-47a7-a08e-f99290dcf616","Cadma","Centrality","Outer Rim"
"3a45f188-5ef7-480c-a9ca-ed9d3916b619","Cadomai","Aparo (Catarlo)","Outer Rim"
"89f789f2-2ebb-4c95-ba2d-cc35f63b5044","Calabar","","Core Worlds"
"3584ebc4-1f7f-4608-8d95-e5850b494d3f","Calabosh","Arc d'Stot","Expansion Region"
"980ef4a8-5870-4573-a030-0b4a9bcdddd5","Calamari","Calamari","Outer Rim"
"4241fadb-bae6-4e17-9de5-b789b026ba9e","Calast","Grohl","Outer Rim"
"8ca6192a-7a30-4c10-a181-e71b8ef9ed57","Calcoraan","","Inner Rim"
"fbb62575-0fbf-407c-9a79-b15a2647f9ea","Calderos Station","Bryx","Mid Rim"
"3d82c57a-f3cd-4bd0-9461-912e39ad2fae","Caldoni","","Core Worlds"
"6d3be1ed-f33c-4092-8244-475e0ccedd6e","Caldra Prime","Ado","Mid Rim"
"1e185306-28d5-4ea4-adad-1aa141716b28","Caldra Tertius","Ado","Mid Rim"
"a901dce7-6f5f-4712-be63-32a035b0d327","Calfa","Hapes Cluster","Inner Rim"
"a5967420-fcc6-4e89-bf2f-ab3fa04e70ed","Calgon","Meridian","Outer Rim"
"f52d3dbe-da21-4c5e-808e-4e6974276788","Caliban","Savareen","Outer Rim"
"1fd026a8-af9b-462c-bffe-25a2027cc0ca","Calior","Seitia","Outer Rim"
"7259c2b7-bc0d-4ab5-94d5-71d311175239","Calipsa","Tapani","Colonies"
"280bf5a5-7627-4822-b24c-d98c3dab3104","Calladus","Ojoster","Outer Rim"
"313550f0-f474-4afa-b27a-46a5d4833b1b","Calline","Dail","Outer Rim"
"ac2cab8f-2092-4666-8e7c-97a11697cf96","Callonia","Fakir","Colonies"
"de2d17a7-4cf8-441c-9f09-4ec07766c213","Callos","Brema","Outer Rim"
"e9dd12ca-de57-4175-ba40-8905d2b2aa8e","Calonica","Vensensor","Expansion Region"
"64e627a8-5eba-4f4c-ad2d-c13e3ece4bb7","Caloria","Tapani","Colonies"
"1c0c17bf-846a-43b0-b85c-826bbd832c42","Cal-Seti","Torranix","Core Worlds"
"b6a29984-dcbc-4290-8761-e5965c385985","Caltinia","Senex","Mid Rim"
"da078513-0ecc-4d23-8c47-96a2902db1d0","Caltrop Belt","Elrood","Outer Rim"
"f12b1437-7ab8-4189-a1e9-a4ca4149cc76","Calumdarian","Immalia","Expansion Region"
"e4bfcc28-e35b-44ba-b8d5-000aa41dfc0a","Calus","","Inner Rim"
"4dd34c38-4baf-4d5c-b2ed-58cff8e11cef","Caluula","Tion Hegemony","Outer Rim"
"39caac7a-dbff-46cd-a730-61a30ea59954","Camaria","Tarabba","Outer Rim"
"705a5bd6-6059-4275-8f8d-c505e2810cbb","Camblia","","Colonies"
"5134b2c7-67e6-46e0-8b2d-ebbeb23e0dba","Cambria","","Deep Core"
"b96b5b54-0d87-4db2-a8ce-d70095470a44","Camden","Morshdine","Outer Rim"
"3e7f671b-12d3-4162-8867-ada5b0d95788","Camen","Tamarin","Outer Rim"
"08f40a7c-0b4b-4fa1-8fee-b9c8d0c92d50","Camson","Abrion","Outer Rim"
"d485280f-ae80-436c-8a9b-4b60505ca329","Camus","Illisurevimurasi","Outer Rim"
"a2cb8e8f-b34b-4f6c-a91b-2e553ed77286","Canastra","","Core Worlds"
"04efc455-e486-4bb4-b897-664627bad71e","Candoria","","Colonies"
"8cf4e41f-fc7d-4c7d-a073-697b6f489cec","Candovant","","Colonies"
"26b6b4a6-880c-4e36-b09d-7c16ce1c18cf","Canoliss","Sluis","Outer Rim"
"a931c9bf-5e33-4a66-944a-f1eff6f7d453","Canti","Tapani","Colonies"
"65d09f26-2308-49dc-94e8-1a44f6e6cba4","Cantonica","Corporate Sector","Outer Rim"
"95495067-6418-42cc-8c68-74f334979446","Cantras Gola","Perinn","Outer Rim"
"10b32de8-a628-4cdb-8c82-6c0eae8661a7","Cantros","Saijo","Outer Rim"
"0dcc34ff-7e4a-42d5-8422-01661c539b71","Canyon","Montitian Grant","Expansion Region"
"1f7fb727-2b9a-46fc-a655-131c63d79b77","Capella","Gordian Reach","Outer Rim"
"12fa920c-30b5-4edc-9ac0-8f789e03b16c","Caphexdis","Homon","Mid Rim"
"2723eba0-2973-4170-92db-ed9b1b74ec9f","Caprioril","Dolomar","Core Worlds"
"e25b46fe-04f9-47a0-92e8-7938dbda56b7","Capza","Velcar","Outer Rim"
"bef00f9e-001c-4eea-8f5f-aa3f6c482371","Caragon-Viner","","Colonies"
"d4dbbc1d-69d5-4326-a39c-337b92d00988","Carajam","Dalonbian","Outer Rim"
"111ac607-8ba6-4741-a73c-4b86390ce32e","Caramm","Talcene","Mid Rim"
"13b005b4-2858-49aa-b310-1f9308c2750b","Caraxl","Cassander","Outer Rim"
"c1488544-3feb-47bb-a727-83854cc57639","Carbos","Roche","Mid Rim"
"7aa9851a-40d1-480f-af8f-bdac84ea4aec","Carcel","Locris","Expansion Region"
"4792ef4e-5760-4fe3-91e2-4d90f66c37bc","Carconth","","Core Worlds"
"d2fb43c9-f835-4107-9ec1-2b9c93601488","Cardekkia","Corellian","Core Worlds"
"10f5fb76-88e2-4561-adbf-8996b07ded90","Cardellia","Ojoster","Outer Rim"
"faa51d4c-b9d1-4b20-961a-13d130ee1e55","Cardo Minor","Meerian","Outer Rim"
"e859512a-5bf3-4952-b699-78c99288b1cc","Cardooine","Jospro","Outer Rim"
"65dd8734-97a9-4136-bbeb-6c5505cbcb4a","Cardovyte","Oricho","Outer Rim"
"46e7423d-e865-4e5c-8d93-71117f1dd4bb","Cardua","","Core Worlds"
"6d915206-639a-4780-b649-aa2a1f991175","Carest","","Inner Rim"
"8307ddb4-84ef-4d06-8e71-7dd10e75043c","Cargamalis","Bruanii","Mid Rim"
"f47af55c-8e57-41cd-934a-84bbfc229a69","Carida","","Colonies"
"0cb6a081-f522-4979-b5d2-0a48b02d3e49","Carlac","Prefsbelt","Outer Rim"
"9c4b8b18-c2f0-4785-bcf3-cde5d63d139d","Carlania","Hapes Cluster","Inner Rim"
"b47add24-8989-47b9-9dcf-088d4690d659","Carlem","","Core Worlds"
"a1ff9254-20ae-4efd-858a-329b526dafa5","Carlix's Folly","Tharin","Outer Rim"
"6c161eca-29d1-4ab2-9ce5-5321f84036ec","Carnelion","","Wild Space"
"e803fc6e-dd66-46bc-b61e-aa7a921bf218","Carnovia","","Hutt Space"
"9c0a46f1-df27-4603-96d3-b0a11c9685b2","Carnth","M'shinni","Mid Rim"
"0b32f676-7402-4afc-a115-7537865449ad","Carosi","Nembus","Outer Rim"
"f1fe0892-39ac-48f2-ba44-17f6c160dbc3","Carosus","Nembus","Outer Rim"
"43eadfc9-d380-4f84-a1f0-001586ca11c2","Carpagia","","Colonies"
"a4cf8cfd-e56a-4a44-806c-3400b4e1e7c5","Carpastor","Rolion","Outer Rim"
"9280c8a9-4a06-46dd-b257-0b37447fd37e","Carrandar Secundus","Portmoak","Outer Rim"
"5197b8b3-f1bf-4eca-b02d-418fd553c74a","Carratos","","Inner Rim"
"3f0df88a-226e-4e36-873f-349faae06d4d","Carreras","Atravis","Outer Rim"
"d390f790-c787-4c24-8de2-baf548e539da","Carrivar","","Unknown Regions"
"e7297c06-db09-46f0-a7c1-33192f413b16","Carruthia","D'Astan","Outer Rim"
"ed39b03e-1637-4a97-9470-d22bce8f9185","Carsanza","Juvex","Mid Rim"
"6a434701-139b-4f0c-853f-60154a89a785","Cartao","Prackla","Expansion Region"
"27462d8a-ce3b-45a9-afcd-817a7e856da5","Carto","Surron","Expansion Region"
"15e65b4f-2afc-4de0-a85c-cead1c600ded","Cartusio","","Core Worlds"
"e27307a4-b5ac-410a-90bb-9afeb3e0fb2f","Carvandir","Carvandir","Expansion Region"
"74fcf6e0-711b-469e-8ccb-8b8afb34a512","Carz","Svivreni","Outer Rim"
"77d9139b-54c5-46b8-a595-1eec00b1b00d","Casfield","Tennuutta","Mid Rim"
"2e7fb464-7649-426a-986f-88d38c401af0","Caska","","Inner Rim"
"6ae2cdee-8266-4ddb-a1e4-d9103d86483c","Cassander","Cassander","Outer Rim"
"82ff6b17-29a9-4bd8-9a6c-88d7a35102e9","Cassidode","Aparo","Outer Rim"
"fa3ccc46-d821-4381-b883-d24ba4df8786","Castell","","Colonies"
"8a472742-9a10-4bd3-b5d6-7b86b8a36e31","Castilon","Tashtor","Mid Rim"
"e7e80a0d-6b89-4933-a8ca-383e5c570d8a","Cataalda","Onatos","Mid Rim"
"7bc41d1f-e871-4d08-ad83-8812f27de610","Cataract of Moons","Tungra (Fand)","Outer Rim"
"b97bed31-fe52-4082-b607-d98700d6f839","Cathar","Quelii","Outer Rim"
"9cb049cb-b36f-45f2-a274-f7ce739e9441","Cathis","Jjannex","Outer Rim"
"04b12192-f14d-470e-bc6a-1363481d2316","Catlia","Chiss Space","Unknown Regions"
"18e399c4-d1ea-40de-8be0-049e693d941d","Cato Neimoidia","Quellor","Colonies"
"d7d91245-25d8-46ae-b20a-e3e9d87c3b8e","Cattamascar","Bakura","Outer Rim"
"a741ce22-83a1-4718-84d7-82a7b4448053","Caulbon","","Inner Rim"
"bdee7b8b-c5a8-4343-809a-efb4c0355a0f","Cauldron Nebula","Corva","Outer Rim"
"352de83a-e6b8-49c3-93d8-647532003b45","Caulus Tertius","","Inner Rim"
"34009d86-c62c-4cea-9550-81f20ae35eb0","Cauper","Tapani","Colonies"
"5be372de-3c49-451e-a0af-d415438e25c4","Caursito","","Colonies"
"ab62b559-0d67-4a44-8399-0eb374801b9b","Cavaell","Emmo","Core Worlds"
"151b897d-90ec-453d-b2d2-03f6eed06764","Cavamina","Doldur","Mid Rim"
"2f2dcc1f-bee3-4710-b313-493626c5c45a","Caviness","Charra","Expansion Region"
"c0b71483-d7ff-4031-9e12-c6b983fe00e4","Cedonne","Dononter","Mid Rim"
"bd623879-9161-4cf7-b783-4403b98ce533","Cedre","Quelii","Outer Rim"
"d1511041-a61a-4c07-9e29-5b8ce98f2baf","Cedrell","Emmo","Core Worlds"
"c229bddd-e022-434b-8768-9472b13d05f3","Cegul","Cegul","Outer Rim"
"db77f528-b220-4efc-872a-bd9c2cda308b","Ceiran","","Inner Rim"
"2c1f1492-3767-44f8-aea7-745ab02e42e9","Ceitia","Bryx","Mid Rim"
"45b0d0ab-5625-4412-a4d9-5e14ca39d8dc","Cejansij","Halla","Mid Rim"
"c5cd1542-9ba7-430c-8322-df0b78948caf","Cel Amiin","Cantons of Lahag","Expansion Region"
"9f395c28-4747-4fbf-ba75-634b6b770691","Celanon","D'Astan","Outer Rim"
"9b995181-0002-4022-a737-a04b2861b5ed","Celdaru","","Wild Space"
"a8e3da4c-c5e4-48c8-9ab5-d1421e215d88","Celegia","Noori","Expansion Region"
"e8b7a105-6fcb-4ec7-b746-12c139bb472a","Celen","Elochar","Mid Rim"
"8c72fabd-c72f-45cd-9b69-6c519a0ad3ce","Celes","Herdessa","Mid Rim"
"26e99b1f-3c2a-44a5-aed8-d9b2395381ae","Celestial Wake, The","Kriz","Outer Rim"
"fd0310c7-104c-4494-889c-3ca24657d131","Celsor","Hook Nebula","Outer Rim"
"4ed729ed-c474-4343-bb99-a8f661df8a17","Celwis","","Unknown Regions"
"e8099483-8026-4ab2-ba14-7820bad0d91c","Centares","Maldrood","Mid Rim"
"cb1a5d65-65e1-4bf5-b89a-a5959f34e9d9","Centori","Iskin","Mid Rim"
"48cfd7fc-c0af-484f-988c-cfc6fc52b719","Cerberon","","Deep Core"
"c9711b9b-a37a-4a94-b715-ac208b55643e","Cerea","Semagi","Mid Rim"
"78750e3c-1e6f-46b5-98fd-4809e2c1414f","Cerenia","Mbandamonte","Expansion Region"
"f76c7488-73bf-41de-acb2-f5548673ffe5","Cerilia","Xappyh","Outer Rim"
"78ca0567-d258-4cdc-a645-c5e1254db2b4","Ceriun","Nuiri","Outer Rim"
"490508f4-6726-4e09-8ff7-c2580315d1a4","Cermau","Bakura","Outer Rim"
"70c8f205-3895-4fda-a6bc-4be372b19559","Cerosha","Jospro","Outer Rim"
"d41ccbf5-3616-4ecf-a6d5-7f70c5af6141","Cerroban","Bon'nyuw-Luq","Mid Rim"
"33db9612-3459-4b70-ba29-13fe52e35687","CeSai","Illisurevimurasi","Outer Rim"
"1459a11e-dfb9-408b-8e72-0689f5dfe481","Cesya","Tapani","Colonies"
"a14ac4a2-1df4-4267-9143-369379a7aeb5","Ceti 597","Hollan","Mid Rim"
"4a62e6af-1aa3-4ea6-850b-19c8a6405764","Cezith","Clacis","Outer Rim"
"2e17de7c-a404-4be2-9c4e-ea41e61aa487","C-Foroon","Arkanis","Outer Rim"
"3b956e87-cafa-4449-afae-75e43be62603","Chaaktil","","Inner Rim"
"41b60e44-90cd-434f-bff6-b39780473cfc","Chaastern","Shelsha","Colonies"
"68507086-3339-41e3-bd96-7098137cd00d","Chabosh","Lahara","Outer Rim"
"29274373-42fd-414a-925a-6c79f3d50922","Chad","Jospro","Outer Rim"
"fefd15d5-807b-472b-b597-504be77bf970","Chadawa","Croynar","Inner Rim"
"89f536d1-249b-4c0e-9d95-4421a493c441","Chagar","Khuiumin","Outer Rim"
"fba0ad33-5a41-4aef-acde-9b7e523ee7ff","Chagaria","Danjar","Outer Rim"
"2078c0fc-92ba-4b08-90cd-6cee841d5c05","Chal Hudda","Garis","Outer Rim"
"eeb18805-73ff-4b27-b5fe-cda358e96176","Chalacta","Metatessu","Mid Rim"
"89cca3cb-7628-4701-950a-b7a0d532af1d","Chalcedon","Tashtor","Mid Rim"
"8112ec3f-2070-40d8-9da7-aad7095e2552","Chalenor","Immalia","Expansion Region"
"e1c6690d-7a0b-4895-a881-a308e095d50b","Challon","","Core Worlds"
"01859f15-3f6a-4efd-b698-808d1cb40472","Chamble","Mytaranor","Mid Rim"
"7e7fdbeb-06f9-42df-9dfe-10e902f55081","Chamm","","Core Worlds"
"2632e7b0-b3e3-4577-b422-805563e8a320","Champala","","Inner Rim"
"62aa0ea0-ccd7-425b-ab7f-d602d18f5b6e","Champat","","Core Worlds"
"467c2770-f623-43a8-9ef5-8778188978f5","Chanceuxi","Kanz","Outer Rim"
"bd2aac3d-e676-4c99-89cd-56d35944144e","Chandaar","Cronese Mandate","Outer Rim"
"aea40064-c297-4029-bf47-bcf5f6279d30","Chandar's Folly","Saijo","Outer Rim"
"d8061105-4c77-419d-8368-c7b64bc6b63d","Chandel","Ojoster","Outer Rim"
"ce081be1-69cd-473e-904f-ac353070195b","Chandrila","Bormea","Core Worlds"
"9acc01ba-7951-43d5-933a-51e865106e2d","Changa","Tolonda","Outer Rim"
"5fb4dc3b-ca50-4a96-a96e-728d4abf58a2","Chankin","Jidlor Marches","Mid Rim"
"a37cf220-acb3-443f-a51f-3d1087452993","Chanosant","Harron","Expansion Region"
"242ed4cf-534d-4411-8e24-fb19d74a8af1","Charbodia","","Inner Rim"
"c5755ad3-fa29-4c1b-b9a0-300ee92940f1","Chardaan","","Inner Rim"
"fab38ca7-deb0-47aa-b105-d6b9b0f7b61a","Chardis","Trilon","Outer Rim"
"17ab6754-81c3-4645-9ff8-6e58a09fce5a","Charenthoth","","Colonies"
"e547e358-c5da-4b1b-b62c-c38c22db3ece","Chargona","Citlik","Expansion Region"
"be8c3a9d-63c0-43b6-9669-5b909c6a9d1f","Charis","Kathol","Outer Rim"
"b6f70096-ccbb-4c01-82f7-1de01f737557","Charissia","Bartahn","Inner Rim"
"83c39cec-af19-4317-9ee9-7dd2c32bb463","Charmath","Farrfin","Core Worlds"
"f13f2887-ae22-46c9-b751-9261d8995d95","Charra","Charra","Expansion Region"
"46ca7ffd-09c3-46e2-8cd8-49bcf2594525","Charros","Numesira","Mid Rim"
"6e355a21-4b99-4b26-9784-7f46b57f2ff7","Charubah","Hapes Cluster","Inner Rim"
"36e5bd5a-a1e1-4a41-8517-e34395f829a4","Chashima","Auril","Outer Rim"
"57d2efe8-d976-4627-a637-908de9de5daa","Chasidron Shoals","Bortele","Mid Rim"
"3295a6fb-f809-497b-a3e2-5606d30bc9bc","Chasin","","Core Worlds"
"88e76ae7-5708-4223-9196-099293de94e6","Chasmeene","","Inner Rim"
"553b25b5-8643-4392-80b4-1e4825ed6d44","Chateuse","Tungra","Outer Rim"
"9bd5dd7d-329c-4ad6-888e-343f41cbf97c","Chaykin","Chaykin","Expansion Region"
"656824e1-b934-4126-b8f6-a1442d8cf608","Chazwa","Orus","Inner Rim"
"414def01-7adf-4b5b-af2c-f7e2e40cb8fe","Cheedoa","","Colonies"
"cf40587a-26d6-45d3-a6fb-f6a57d17b898","Cheelit","Semagi","Mid Rim"
"baf12389-0313-4320-b211-7970bbd94ff0","Cheeyoom Matee","","Core Worlds"
"a99d1806-088f-493e-b20a-a96a104b1972","Chekria","Shelsha","Colonies"
"7cebe800-6f1b-4dfe-afdf-21a86e36f9ba","Cheku","Brevost","Expansion Region"
"85be4ab4-cb2d-4e79-bd09-6c2d5818bd7d","Chelleya","Seswenna","Outer Rim"
"240c43fd-15b0-486f-9061-e7cccf8a0110","Chelloa","Grumani","Outer Rim"
"6b424302-fb3e-4673-90bb-bc5a11d5beda","Chemvau","","Colonies"
"e62d85a8-3d99-4a16-9871-179c818c3983","Chennis","Greater Plooriod","Expansion Region"
"4c67fe58-1ae4-4824-bcfb-9709c388a0e6","Chenowei","Gordian Reach","Outer Rim"
"d777ab1d-6390-4115-9ad9-ae42b1da4a83","Cheravh","Mandalore","Outer Rim"
"74df7c33-9499-4da6-b57b-1c276c6ea7e2","Cherridan","Belnar","Colonies"
"e1841954-dae6-4821-9350-30c33cd1e676","Cheruba","Hapes Cluster","Inner Rim"
"07faffed-93b1-4944-9cf4-b4a792790030","Chespea","Rayter (Berenge)","Outer Rim"
"0b8f5293-6d6b-4b48-ab95-db7f7620f4c9","Chestrashus","","Wild Space"
"a00eec04-761b-4c1c-a10c-b1774d816afd","Ch'hodos","Esstran","Outer Rim"
"3e3c9ee5-e7dc-40ff-bb6f-faa5f82ccb64","Chibbier","Stensen","Outer Rim"
"7f3a99b7-00f2-4b30-a0ea-bd9f84a66699","Chibias","Sombure","Mid Rim"
"5a9f84b2-2477-409b-8ba7-ef412a420336","Chiloon Rift","","Wild Space"
"5764ca1c-4d24-4594-a083-3a296a288a54","Chiron","Ash Worlds","Outer Rim"
"cbdc463c-00e5-4287-895e-33450696f422","Chirrion","Rolion","Outer Rim"
"2aff413f-b393-47a4-913a-ad4259f53b96","Ch'manss","Var Hagen","Mid Rim"
"75cefe93-1967-4cdf-a9ad-cd836868bf8d","Choah","Mortex","Outer Rim"
"68352e94-5c45-465f-a911-00690d156a87","Choi","","Inner Rim"
"b2c73beb-9361-4293-aec3-51a7d6989019","Chokan","Maerdocian","Mid Rim"
"aba1fc29-4e06-4a0f-9590-469e1a81c635","Chol Nebula","","Outer Rim"
"fb14e0d4-e4de-4f2c-9941-69f8ef266014","Cholganna","","Outer Rim"
"776fe6ed-e178-4d1f-942a-ddb69c03c8c6","Chommell Minor","Chommell","Mid Rim"
"864d111f-5038-4202-8988-34bd1f921b74","Chonsetta","Metatessu","Mid Rim"
"0dcc7324-c02e-4ce9-9b43-2ece12d3cda2","Chorax","Rachuk","Colonies"
"d116aa9f-cb6c-4395-bf01-713f5b74a27f","Chorgad","Fei Hu","Mid Rim"
"404ea044-9445-4914-ab97-6c020e9d4c29","Chorin","","Inner Rim"
"0cd98de1-2b7a-4e27-b1f7-d04c6323c465","Chorra","Bamula","Inner Rim"
"e7999049-aaae-4baa-b941-877622948bb1","Chortose","Rseik","Outer Rim"
"2fe36916-c44b-479a-a6a1-b9ace8f871ec","Chosper","Hapes Cluster","Inner Rim"
"33d64bf6-06bd-452f-8a49-89c9ebf8b312","Choss","","Colonies"
"4e9172a7-0891-48fe-8bef-3b7522ec0648","Chrellis","Lahara","Outer Rim"
"ddbc3b8d-9076-4735-a213-7f3b151478b0","Chrelythiumn","","Wild Space"
"051e4ab3-6f24-43eb-bc83-ff18b5c07f4c","Chrenthoan Abyss","Chrenthoa","Inner Rim"
"475f2fb2-6cff-4649-91c2-f57ca5fcb93c","Christoph","Savareen","Outer Rim"
"3d776eff-4b8b-4210-8a25-a01421e5d2d2","Christophsis","Savareen","Outer Rim"
"c4230bc2-5272-4d99-8589-9fd6e466af08","Chroma Zed","Maerdocian","Mid Rim"
"0622441d-b9cb-4448-bbb6-0894b6929927","Chroman","D'Aelgoth","Mid Rim"
"a953fa25-4642-489a-8888-9539b026a162","Chrome Citadel","Harron","Expansion Region"
"f3e9dbc4-4c29-4547-b776-5532c4ab542d","Chromovon","Nembus","Outer Rim"
"b38f90cd-6e0e-436d-8a36-fe1d09d29a38","Chrona","","Inner Rim"
"324103ef-7734-4710-bf1d-690bdb728243","Chryya","Dustig","Mid Rim"
"ad531745-5cae-4b20-a100-78e179c2198f","Chundu","Cegul","Outer Rim"
"dc1b08fa-a965-4a8d-b46b-599d78ba7991","Churba","Churba","Mid Rim"
"20d4ac01-6115-4b42-9a1a-0a4c8cb07136","Churr","Quellor","Colonies"
"4b55ff4a-c8b2-439a-b74d-e3bd746b3ea8","Churruma","Velcar","Outer Rim"
"b9ac49db-b4af-46ad-8685-a937158e631c","Chuzalla","Tammuz","Outer Rim"
"9ab85cd4-a363-4966-b7e5-3bfde999ec45","Chyron","Har Worlds","Expansion Region"
"421810f1-d9a6-42ae-8c5a-7a6346e6769c","Ch'zimi'kho","Zeemacht Cluster","Inner Rim"
"8d9ae84b-4c74-47ac-8ee7-e09499be70fd","Cianap","Piryn Shar","Expansion Region"
"7b3d60e4-ffd1-4992-8fa5-411f46e0dfc4","Ciaox Venith","Croynar","Inner Rim"
